"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"H3C13",0.732,-1.79,0.248,0.805,0.955,"None","653604","H3 clustered histone 13","NS",0.0942041196321315
"GPRC5A",0.877,3.55,0.248,0.805,0.955,"None","9052","G protein-coupled receptor class C group 5 member A","NS",0.0942041196321315
"DMKN",0.33,5.38,0.247,0.805,0.955,"None","93099","dermokine","NS",0.0942041196321315
"TCP11X2",0.67,-1.98,0.246,0.806,0.956,"None","100996648","t-complex 11 family, X-linked 2","NS",0.0936649581949093
"LINC01836",1.08,-0.864,0.246,0.806,0.956,"None","107985343","long intergenic non-protein coding RNA 1836","NS",0.0936649581949093
"SLC26A7",0.798,-0.916,0.246,0.806,0.956,"None","115111","solute carrier family 26 member 7","NS",0.0936649581949093
"F8",-0.562,3.57,-0.247,0.806,0.956,"None","2157","coagulation factor VIII","NS",0.0936649581949093
"FBXL4",0.505,4.68,0.247,0.806,0.956,"None","26235","F-box and leucine rich repeat protein 4","NS",0.0936649581949093
"VPS41",-0.528,5.48,-0.246,0.806,0.956,"None","27072","VPS41 subunit of HOPS complex","NS",0.0936649581949093
"KCNS1",-0.777,-1.33,-0.246,0.806,0.956,"None","3787","potassium voltage-gated channel modifier subfamily S member 1","NS",0.0936649581949093
"TMIGD1",-0.71,-2.73,-0.249,0.806,0.956,"None","388364","transmembrane and immunoglobulin domain containing 1","NS",0.0936649581949093
"MC1R",-0.478,2.3,-0.247,0.806,0.956,"None","4157","melanocortin 1 receptor","NS",0.0936649581949093
"POMP",-0.416,5.79,-0.247,0.806,0.956,"None","51371","proteasome maturation protein","NS",0.0936649581949093
"PRRT1B",0.476,3.61,0.246,0.806,0.956,"None","642515","proline rich transmembrane protein 1B","NS",0.0936649581949093
"NDNF",0.864,-0.518,0.246,0.806,0.956,"None","79625","neuron derived neurotrophic factor","NS",0.0936649581949093
"SHANK3",-0.441,4.85,-0.246,0.806,0.956,"None","85358","SH3 and multiple ankyrin repeat domains 3","NS",0.0936649581949093
"PDCD7",-0.348,3.84,-0.246,0.807,0.956,"None","10081","programmed cell death 7","NS",0.0931264652779296
"NLGN4Y",-1.37,2.95,-0.245,0.807,0.956,"None","22829","neuroligin 4 Y-linked","NS",0.0931264652779296
"OR2W3",0.936,-2.31,0.246,0.807,0.956,"None","343171","olfactory receptor family 2 subfamily W member 3","NS",0.0931264652779296
"INPP4A",-0.467,4.82,-0.245,0.807,0.956,"None","3631","inositol polyphosphate-4-phosphatase type I A","NS",0.0931264652779296
"PIGF",-0.372,2.97,-0.245,0.807,0.956,"None","5281","phosphatidylinositol glycan anchor biosynthesis class F","NS",0.0931264652779296
"SLC25A40",-0.428,3.39,-0.246,0.807,0.956,"None","55972","solute carrier family 25 member 40","NS",0.0931264652779296
"FAM227A",0.486,2.17,0.244,0.807,0.956,"None","646851","family with sequence similarity 227 member A","NS",0.0931264652779296
"NAA50",-0.44,6.81,-0.245,0.807,0.956,"None","80218","N-alpha-acetyltransferase 50, NatE catalytic subunit","NS",0.0931264652779296
"CLDN8",-0.712,-2.5,-0.246,0.807,0.956,"None","9073","claudin 8","NS",0.0931264652779296
"NRN1L",-0.675,-2.85,-0.246,0.808,0.956,"None","123904","neuritin 1 like","NS",0.0925886392254138
"ADORA2A",0.745,-0.092,0.243,0.808,0.956,"None","135","adenosine A2a receptor","NS",0.0925886392254138
"EFNA5",0.423,4.31,0.243,0.808,0.956,"None","1946","ephrin A5","NS",0.0925886392254138
"EMP3",-0.63,2.67,-0.244,0.808,0.956,"None","2014","epithelial membrane protein 3","NS",0.0925886392254138
"RFPL4A",1.26,-2.43,0.245,0.808,0.956,"None","342931","ret finger protein like 4A","NS",0.0925886392254138
"CTDSPL2",-0.484,5.43,-0.244,0.808,0.956,"None","51496","CTD small phosphatase like 2","NS",0.0925886392254138
"GPATCH1",-0.412,2.46,-0.244,0.808,0.956,"None","55094","G-patch domain containing 1","NS",0.0925886392254138
"PRG2",-1.06,-1.22,-0.243,0.808,0.956,"None","5553","proteoglycan 2, pro eosinophil major basic protein","NS",0.0925886392254138
"RFX2",0.766,5.53,0.244,0.808,0.956,"None","5990","regulatory factor X2","NS",0.0925886392254138
"UTY",-1.6,3.95,-0.244,0.808,0.956,"None","7404","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked","NS",0.0925886392254138
"ZNF208",0.625,1.16,0.243,0.808,0.956,"None","7757","zinc finger protein 208","NS",0.0925886392254138
"THSD7B",-0.803,-2.06,-0.245,0.808,0.956,"None","80731","thrombospondin type 1 domain containing 7B","NS",0.0925886392254138
"THUMPD2",0.495,4.3,0.243,0.808,0.956,"None","80745","THUMP domain containing 2","NS",0.0925886392254138
"TTLL2",0.935,-1.38,0.243,0.808,0.956,"None","83887","tubulin tyrosine ligase like 2","NS",0.0925886392254138
"HVCN1",0.696,-0.875,0.244,0.808,0.956,"None","84329","hydrogen voltage gated channel 1","NS",0.0925886392254138
"LANCL1",0.406,4.92,0.243,0.809,0.956,"None","10314","LanC like 1","NS",0.0920514783877277
"XIRP1",-0.826,0.19,-0.242,0.809,0.956,"None","165904","xin actin binding repeat containing 1","NS",0.0920514783877277
"U2AF1L4",-0.42,2.19,-0.243,0.809,0.956,"None","199746","U2 small nuclear RNA auxiliary factor 1 like 4","NS",0.0920514783877277
"ERC1",0.322,5.89,0.242,0.809,0.956,"None","23085","ELKS/RAB6-interacting/CAST family member 1","NS",0.0920514783877277
"KDSR",-0.443,5.7,-0.243,0.809,0.956,"None","2531","3-ketodihydrosphingosine reductase","NS",0.0920514783877277
"ZNF677",0.39,2.82,0.242,0.809,0.956,"None","342926","zinc finger protein 677","NS",0.0920514783877277
"CHTF8",-0.737,1.84,-0.242,0.809,0.956,"None","54921","chromosome transmission fidelity factor 8","NS",0.0920514783877277
"PCDHA2",-0.652,0.428,-0.243,0.809,0.956,"None","56146","protocadherin alpha 2","NS",0.0920514783877277
"SLC14A1",1.15,1.69,0.243,0.809,0.956,"None","6563","solute carrier family 14 member 1 (Kidd blood group)","NS",0.0920514783877277
"TBC1D3E",-0.991,-2.2,-0.241,0.81,0.957,"None","102723859","TBC1 domain family member 3E","NS",0.0915149811213502
"WAPL",0.398,6.23,0.242,0.81,0.957,"None","23063","WAPL cohesin release factor","NS",0.0915149811213502
"CFAP45",-1.06,1.54,-0.241,0.81,0.957,"None","25790","cilia and flagella associated protein 45","NS",0.0915149811213502
"FAM184B",0.782,-0.779,0.242,0.81,0.957,"None","27146","family with sequence similarity 184 member B","NS",0.0915149811213502
"OXLD1",0.318,3.54,0.241,0.81,0.957,"None","339229","oxidoreductase like domain containing 1","NS",0.0915149811213502
"OTX1",0.728,-1.55,0.241,0.81,0.957,"None","5013","orthodenticle homeobox 1","NS",0.0915149811213502
"BMP8B",0.435,4.1,0.241,0.81,0.957,"None","656","bone morphogenetic protein 8b","NS",0.0915149811213502
"SOX5",0.592,4.29,0.241,0.81,0.957,"None","6660","SRY-box transcription factor 5","NS",0.0915149811213502
"SOX10",-0.684,-1.01,-0.241,0.81,0.957,"None","6663","SRY-box transcription factor 10","NS",0.0915149811213502
"PCGF5",-0.317,6.94,-0.242,0.81,0.957,"None","84333","polycomb group ring finger 5","NS",0.0915149811213502
"NT5C1A",0.686,-1.59,0.242,0.81,0.957,"None","84618","5'-nucleotidase, cytosolic IA","NS",0.0915149811213502
"INTS4",0.358,3.71,0.241,0.81,0.957,"None","92105","integrator complex subunit 4","NS",0.0915149811213502
"NREP",-0.628,1.37,-0.241,0.81,0.957,"None","9315","neuronal regeneration related protein","NS",0.0915149811213502
"C12orf45",0.331,3.35,0.24,0.811,0.957,"None","121053","chromosome 12 open reading frame 45","NS",0.0909791457888439
"DUSP15",0.411,2.37,0.239,0.811,0.957,"None","128853","dual specificity phosphatase 15","NS",0.0909791457888439
"GSDMA",0.814,-2.42,0.241,0.811,0.957,"None","284110","gasdermin A","NS",0.0909791457888439
"ARSB",-0.372,4.02,-0.24,0.811,0.957,"None","411","arylsulfatase B","NS",0.0909791457888439
"CTPS2",0.388,3.89,0.239,0.811,0.957,"None","56474","CTP synthase 2","NS",0.0909791457888439
"SRD5A3",0.33,3.72,0.24,0.811,0.957,"None","79644","steroid 5 alpha-reductase 3","NS",0.0909791457888439
"GPRIN1",0.706,5.73,0.239,0.812,0.957,"None","114787","G protein regulated inducer of neurite outgrowth 1","NS",0.0904439707588247
"STXBP4",0.588,2.77,0.238,0.812,0.957,"None","252983","syntaxin binding protein 4","NS",0.0904439707588247
"HOXB2",0.577,1.54,0.239,0.812,0.957,"None","3212","homeobox B2","NS",0.0904439707588247
"AQP8",1.27,4.61,0.239,0.812,0.957,"Non-endocrine","343","aquaporin 8","NS",0.0904439707588247
"IRGM",-0.78,-2.37,-0.24,0.812,0.957,"None","345611","immunity related GTPase M","NS",0.0904439707588247
"CFAP100",0.757,-2.48,0.239,0.812,0.957,"None","348807","cilia and flagella associated protein 100","NS",0.0904439707588247
"MATN3",0.692,-0.905,0.238,0.812,0.957,"None","4148","matrilin 3","NS",0.0904439707588247
"ORC1",-0.928,0.892,-0.238,0.812,0.957,"None","4998","origin recognition complex subunit 1","NS",0.0904439707588247
"ZMIZ1",-0.346,7.71,-0.239,0.812,0.957,"None","57178","zinc finger MIZ-type containing 1","NS",0.0904439707588247
"NLRC4",-0.922,-1.6,-0.239,0.812,0.957,"None","58484","NLR family CARD domain containing 4","NS",0.0904439707588247
"TRPC6",0.57,0.751,0.238,0.812,0.957,"None","7225","transient receptor potential cation channel subfamily C member 6","NS",0.0904439707588247
"CASP9",-0.367,3.56,-0.238,0.812,0.958,"None","842","caspase 9","NS",0.0904439707588247
"PPT2",0.419,2.05,0.239,0.812,0.957,"None","9374","palmitoyl-protein thioesterase 2","NS",0.0904439707588247
"USP34",-0.381,7.07,-0.238,0.812,0.957,"None","9736","ubiquitin specific peptidase 34","NS",0.0904439707588247
"SPAAR",0.657,-1.95,0.238,0.813,0.958,"None","158376","small regulatory polypeptide of amino acid response","NS",0.0899094544059319
"SZT2",0.427,5.25,0.237,0.813,0.958,"None","23334","SZT2 subunit of KICSTOR complex","NS",0.0899094544059319
"MRPL22",-0.393,4.64,-0.237,0.813,0.958,"None","29093","mitochondrial ribosomal protein L22","NS",0.0899094544059319
"STMND1",0.765,-0.691,0.237,0.813,0.958,"None","401236","stathmin domain containing 1","NS",0.0899094544059319
"ATG2B",0.368,6,0.238,0.813,0.958,"None","55102","autophagy related 2B","NS",0.0899094544059319
"VPS18",-0.34,4.78,-0.237,0.813,0.958,"None","57617","VPS18 core subunit of CORVET and HOPS complexes","NS",0.0899094544059319
"LHPP",0.394,3.62,0.237,0.813,0.958,"None","64077","phospholysine phosphohistidine inorganic pyrophosphate phosphatase","NS",0.0899094544059319
"NELFE",0.323,5.64,0.237,0.813,0.958,"None","7936","negative elongation factor complex member E","NS",0.0899094544059319
"DPY30",0.35,4.27,0.237,0.813,0.958,"None","84661","dpy-30 histone methyltransferase complex regulatory subunit","NS",0.0899094544059319
"LOC100129697",-0.612,-0.704,-0.235,0.814,0.958,"None","100129697","uncharacterized LOC100129697","NS",0.0893755951107988
"RASA4B",-0.968,1.96,-0.235,0.814,0.958,"Endocrine","100271927","RAS p21 protein activator 4B","NS",0.0893755951107988
"TOPORS",0.334,4.99,0.236,0.814,0.958,"None","10210","TOP1 binding arginine/serine rich protein","NS",0.0893755951107988
"DCLK2",0.329,4.24,0.236,0.814,0.958,"None","166614","doublecortin like kinase 2","NS",0.0893755951107988
"GGA3",-0.311,4.72,-0.235,0.814,0.958,"None","23163","golgi associated, gamma adaptin ear containing, ARF binding protein 3","NS",0.0893755951107988
"NUDT13",-0.507,1.28,-0.236,0.814,0.958,"None","25961","nudix hydrolase 13","NS",0.0893755951107988
"CCER2",-0.57,-1.34,-0.236,0.814,0.958,"None","643669","coiled-coil glutamate rich protein 2","NS",0.0893755951107988
"TM7SF2",0.466,5.09,0.235,0.814,0.958,"None","7108","transmembrane 7 superfamily member 2","NS",0.0893755951107988
"SHISA7",-0.604,2.37,-0.236,0.814,0.958,"None","729956","shisa family member 7","NS",0.0893755951107988
"CCDC15",-0.7,-0.359,-0.235,0.814,0.958,"None","80071","coiled-coil domain containing 15","NS",0.0893755951107988
"CCL4L2",1.16,2.37,0.236,0.814,0.958,"None","9560","C-C motif chemokine ligand 4 like 2","NS",0.0893755951107988
"FMR1NB",-0.933,-2.59,-0.237,0.815,0.959,"None","158521","FMR1 neighbor","NS",0.0888423912600234
"SREK1IP1",0.313,5.41,0.234,0.815,0.959,"None","285672","SREK1 interacting protein 1","NS",0.0888423912600234
"KCTD5",-0.351,4.11,-0.235,0.815,0.959,"None","54442","potassium channel tetramerization domain containing 5","NS",0.0888423912600234
"SPDL1",0.553,1.77,0.235,0.815,0.959,"None","54908","spindle apparatus coiled-coil protein 1","NS",0.0888423912600234
"MS4A7",1.16,-0.584,0.234,0.815,0.959,"Non-endocrine","58475","membrane spanning 4-domains A7","NS",0.0888423912600234
"CENPH",-0.681,1.24,-0.234,0.815,0.959,"None","64946","centromere protein H","NS",0.0888423912600234
"THBS4",0.626,3.96,0.235,0.815,0.958,"None","7060","thrombospondin 4","NS",0.0888423912600234
"MUCL3",1,-1.65,0.233,0.816,0.959,"None","135656","mucin like 3","NS",0.0883098412461389
"OR7E47P",-0.714,-1.57,-0.233,0.816,0.959,"None","26628","olfactory receptor family 7 subfamily E member 47 pseudogene","NS",0.0883098412461389
"RNASE10",0.564,-2.64,0.234,0.816,0.959,"None","338879","ribonuclease A family member 10 (inactive)","NS",0.0883098412461389
"FIGLA",-1.12,-1.88,-0.235,0.816,0.959,"None","344018","folliculogenesis specific bHLH transcription factor","NS",0.0883098412461389
"POLR3K",0.626,1.77,0.234,0.816,0.959,"None","51728","RNA polymerase III subunit K","NS",0.0883098412461389
"RASA1",-0.363,4.93,-0.234,0.816,0.959,"None","5921","RAS p21 protein activator 1","NS",0.0883098412461389
"SUPT4H1",1.59,-1.21,0.234,0.816,0.959,"None","6827","SPT4 homolog, DSIF elongation factor subunit","NS",0.0883098412461389
"RSAD2",-1.5,4.5,-0.233,0.816,0.959,"None","91543","radical S-adenosyl methionine domain containing 2","NS",0.0883098412461389
"HAND2",0.714,1.08,0.234,0.816,0.959,"Non-endocrine","9464","heart and neural crest derivatives expressed 2","NS",0.0883098412461389
"TTC34",0.639,0.215,0.232,0.817,0.959,"None","100287898","tetratricopeptide repeat domain 34","NS",0.0877779434675845
"AKAP8",0.349,5.62,0.232,0.817,0.959,"None","10270","A-kinase anchoring protein 8","NS",0.0877779434675845
"SS18L1",0.49,3.76,0.232,0.817,0.959,"None","26039","SS18L1 subunit of BAF chromatin remodeling complex","NS",0.0877779434675845
"CKAP2",-0.476,3.01,-0.232,0.817,0.959,"None","26586","cytoskeleton associated protein 2","NS",0.0877779434675845
"VPREB3",0.591,-2.15,0.232,0.817,0.959,"None","29802","V-set pre-B cell surrogate light chain 3","NS",0.0877779434675845
"HSPG2",0.676,6.42,0.232,0.817,0.959,"None","3339","heparan sulfate proteoglycan 2","NS",0.0877779434675845
"ITGA2B",0.614,0.114,0.232,0.817,0.959,"None","3674","integrin subunit alpha 2b","NS",0.0877779434675845
"PLPP6",0.367,4.27,0.232,0.817,0.959,"None","403313","phospholipid phosphatase 6","NS",0.0877779434675845
"MFAP3",-0.471,3.29,-0.232,0.817,0.959,"None","4238","microfibril associated protein 3","NS",0.0877779434675845
"ZNF107",-0.42,3.15,-0.232,0.817,0.959,"None","51427","zinc finger protein 107","NS",0.0877779434675845
"UFM1",0.364,7.03,0.232,0.817,0.959,"None","51569","ubiquitin fold modifier 1","NS",0.0877779434675845
"MRPL47",-0.359,4.69,-0.232,0.817,0.959,"None","57129","mitochondrial ribosomal protein L47","NS",0.0877779434675845
"CXCL5",0.888,0.589,0.232,0.817,0.959,"None","6374","C-X-C motif chemokine ligand 5","NS",0.0877779434675845
"SFTPB",-0.914,-2.14,-0.232,0.817,0.959,"None","6439","surfactant protein B","NS",0.0877779434675845
"SNAPC4",0.432,5.14,0.232,0.817,0.959,"None","6621","small nuclear RNA activating complex polypeptide 4","NS",0.0877779434675845
"SLC25A21",0.534,-0.381,0.231,0.817,0.959,"None","89874","solute carrier family 25 member 21","NS",0.0877779434675845
"DERL3",-0.597,2.36,-0.233,0.817,0.959,"None","91319","derlin 3","NS",0.0877779434675845
"CD79A",0.747,-1.74,0.233,0.817,0.959,"None","973","CD79a molecule","NS",0.0877779434675845
"LOC100129503",0.634,-0.765,0.23,0.818,0.96,"None","100129503","uncharacterized LOC100129503","NS",0.087246696328677
"MROH2B",0.62,-2.39,0.231,0.818,0.96,"None","133558","maestro heat like repeat family member 2B","NS",0.087246696328677
"FGD1",0.307,3.05,0.231,0.818,0.96,"None","2245","FYVE, RhoGEF and PH domain containing 1","NS",0.087246696328677
"NAALADL2",-0.521,2.14,-0.231,0.818,0.959,"None","254827","N-acetylated alpha-linked acidic dipeptidase like 2","NS",0.087246696328677
"ZFAND5",-0.382,8.88,-0.231,0.818,0.959,"None","7763","zinc finger AN1-type containing 5","NS",0.087246696328677
"CCDC102B",-0.543,0.837,-0.231,0.818,0.959,"None","79839","coiled-coil domain containing 102B","NS",0.087246696328677
"LINC02054",-0.602,-2.61,-0.23,0.819,0.96,"None","105374250","long intergenic non-protein coding RNA 2054","NS",0.0867160982395816
"CHKB",0.494,0.175,0.23,0.819,0.96,"None","1120","choline kinase beta","NS",0.0867160982395816
"CCDC148",0.603,-0.131,0.229,0.819,0.96,"None","130940","coiled-coil domain containing 148","NS",0.0867160982395816
"MAGEC3",0.605,-2.17,0.23,0.819,0.96,"None","139081","MAGE family member C3","NS",0.0867160982395816
"SMPDL3B",-0.404,3.62,-0.229,0.819,0.96,"None","27293","sphingomyelin phosphodiesterase acid like 3B","NS",0.0867160982395816
"PPIL6",0.472,2.59,0.229,0.819,0.96,"None","285755","peptidylprolyl isomerase like 6","NS",0.0867160982395816
"DONSON",0.289,2.98,0.229,0.819,0.96,"None","29980","downstream neighbor of SON","NS",0.0867160982395816
"NUTM2F",-0.839,-2.31,-0.231,0.819,0.96,"None","54754","NUT family member 2F","NS",0.0867160982395816
"CDC37L1",0.294,4.96,0.229,0.819,0.96,"None","55664","cell division cycle 37 like 1","NS",0.0867160982395816
"PLGRKT",0.395,3.44,0.23,0.819,0.96,"None","55848","plasminogen receptor with a C-terminal lysine","NS",0.0867160982395816
"MAP3K7CL",-0.311,3.05,-0.23,0.819,0.96,"None","56911","MAP3K7 C-terminal like","NS",0.0867160982395816
"ZNF624",-0.418,1.64,-0.229,0.819,0.96,"None","57547","zinc finger protein 624","NS",0.0867160982395816
"MRPS24",-0.942,0.221,-0.23,0.819,0.96,"None","64951","mitochondrial ribosomal protein S24","NS",0.0867160982395816
"CHCHD6",0.311,3.16,0.229,0.819,0.96,"None","84303","coiled-coil-helix-coiled-coil-helix domain containing 6","NS",0.0867160982395816
"MXRA5",0.689,2.99,0.229,0.82,0.96,"None","25878","matrix remodeling associated 5","NS",0.0861861476162833
"AOC2",-0.696,1.3,-0.228,0.82,0.96,"None","314","amine oxidase copper containing 2","NS",0.0861861476162833
"NDUFB1",-0.39,4.4,-0.228,0.82,0.96,"None","4707","NADH:ubiquinone oxidoreductase subunit B1","NS",0.0861861476162833
"WDFY1",0.476,5.58,0.228,0.82,0.96,"None","57590","WD repeat and FYVE domain containing 1","NS",0.0861861476162833
"ZNF250",-0.411,2.3,-0.228,0.82,0.96,"None","58500","zinc finger protein 250","NS",0.0861861476162833
"ALX4",0.618,-2.32,0.228,0.82,0.96,"None","60529","ALX homeobox 4","NS",0.0861861476162833
"BLOC1S5",-0.445,2.28,-0.228,0.82,0.96,"None","63915","biogenesis of lysosomal organelles complex 1 subunit 5","NS",0.0861861476162833
"SNRPC",0.319,5.21,0.228,0.82,0.96,"None","6631","small nuclear ribonucleoprotein polypeptide C","NS",0.0861861476162833
"TMEM204",0.853,2.02,0.229,0.82,0.96,"None","79652","transmembrane protein 204","NS",0.0861861476162833
"H2AC18",0.655,-1.59,0.228,0.82,0.96,"None","8337","H2A clustered histone 18","NS",0.0861861476162833
"CASP3",-0.404,4.79,-0.228,0.82,0.96,"None","836","caspase 3","NS",0.0861861476162833
"ENTPD2",0.469,3.7,0.228,0.82,0.96,"None","954","ectonucleoside triphosphate diphosphohydrolase 2","NS",0.0861861476162833
"CLDN16",0.822,-1.19,0.227,0.821,0.96,"None","10686","claudin 16","NS",0.0856568428805592
"ADAD2",0.78,-2.02,0.228,0.821,0.96,"None","161931","adenosine deaminase domain containing 2","NS",0.0856568428805592
"TMEM189",-0.337,4.29,-0.227,0.821,0.96,"None","387521","transmembrane protein 189","NS",0.0856568428805592
"MRPL27",-0.416,3.7,-0.227,0.821,0.96,"None","51264","mitochondrial ribosomal protein L27","NS",0.0856568428805592
"ARL6IP4",0.599,-0.231,0.227,0.821,0.96,"None","51329","ADP ribosylation factor like GTPase 6 interacting protein 4","NS",0.0856568428805592
"PSMB6",-0.347,5.84,-0.226,0.821,0.961,"None","5694","proteasome 20S subunit beta 6","NS",0.0856568428805592
"RAB17",0.325,5.33,0.227,0.821,0.96,"None","64284","RAB17, member RAS oncogene family","NS",0.0856568428805592
"GOLGA6C",0.838,-2.56,0.228,0.821,0.96,"None","653641","golgin A6 family member C","NS",0.0856568428805592
"LMO7DN",-0.713,-2.05,-0.227,0.821,0.96,"None","729420","LMO7 downstream neighbor","NS",0.0856568428805592
"GID4",-0.39,3.05,-0.227,0.821,0.96,"None","79018","GID complex subunit 4 homolog","NS",0.0856568428805592
"DNAH2",0.618,1.14,0.225,0.822,0.961,"None","146754","dynein axonemal heavy chain 2","NS",0.0851281824599496
"PPP4R2",0.417,6.27,0.225,0.822,0.961,"None","151987","protein phosphatase 4 regulatory subunit 2","NS",0.0851281824599496
"ERH",0.312,5.87,0.226,0.822,0.961,"None","2079","ERH mRNA splicing and mitosis factor","NS",0.0851281824599496
"HOXB6",0.573,-0.308,0.225,0.822,0.961,"None","3216","homeobox B6","NS",0.0851281824599496
"TMEM151B",0.654,2.23,0.226,0.822,0.961,"Endocrine","441151","transmembrane protein 151B","NS",0.0851281824599496
"NLGN3",-0.824,0.829,-0.226,0.822,0.961,"None","54413","neuroligin 3","NS",0.0851281824599496
"TEX15",-0.549,-2.3,-0.226,0.822,0.961,"None","56154","testis expressed 15, meiosis and synapsis associated","NS",0.0851281824599496
"CDK15",0.7,-2.18,0.227,0.822,0.961,"None","65061","cyclin dependent kinase 15","NS",0.0851281824599496
"TNFAIP6",-0.813,-0.649,-0.226,0.822,0.961,"None","7130","TNF alpha induced protein 6","NS",0.0851281824599496
"ANKDD1B",-0.402,0.492,-0.226,0.822,0.961,"None","728780","ankyrin repeat and death domain containing 1B","NS",0.0851281824599496
"DCTPP1",0.361,3.62,0.226,0.822,0.961,"None","79077","dCTP pyrophosphatase 1","NS",0.0851281824599496
"CDH11",0.636,2.85,0.225,0.823,0.961,"None","1009","cadherin 11","NS",0.0846001647877302
"KLF12",0.45,4.13,0.225,0.823,0.961,"None","11278","Kruppel like factor 12","NS",0.0846001647877302
"COL12A1",-0.448,3.89,-0.225,0.823,0.961,"None","1303","collagen type XII alpha 1 chain","NS",0.0846001647877302
"LGALS1",0.405,4.24,0.224,0.823,0.961,"None","3956","galectin 1","NS",0.0846001647877302
"STPG3",-0.562,-2.29,-0.224,0.823,0.961,"None","441476","sperm-tail PG-rich repeat containing 3","NS",0.0846001647877302
"PANK1",0.847,0.527,0.224,0.823,0.961,"None","53354","pantothenate kinase 1","NS",0.0846001647877302
"RO60",0.369,5.45,0.225,0.823,0.961,"None","6738","Ro60, Y RNA binding protein","NS",0.0846001647877302
"SSR2",-0.288,7.19,-0.224,0.823,0.961,"None","6746","signal sequence receptor subunit 2","NS",0.0846001647877302
"STAM",-0.42,5.36,-0.224,0.823,0.961,"None","8027","signal transducing adaptor molecule","NS",0.0846001647877302
"CPEB4",-0.422,7.62,-0.225,0.823,0.961,"None","80315","cytoplasmic polyadenylation element binding protein 4","NS",0.0846001647877302
"THAP2",0.761,3.6,0.225,0.823,0.961,"None","83591","THAP domain containing 2","NS",0.0846001647877302
"TEX35",-0.594,-2.19,-0.225,0.823,0.961,"None","84066","testis expressed 35","NS",0.0846001647877302
"REC8",-0.4,5.08,-0.224,0.823,0.961,"None","9985","REC8 meiotic recombination protein","NS",0.0846001647877302
"KDM5B",0.39,6.29,0.223,0.824,0.961,"None","10765","lysine demethylase 5B","NS",0.0840727883028842
"KLHDC1",-0.653,2.15,-0.222,0.824,0.961,"None","122773","kelch domain containing 1","NS",0.0840727883028842
"IZUMO2",0.682,-1.84,0.224,0.824,0.961,"None","126123","IZUMO family member 2","NS",0.0840727883028842
"SREK1",-0.446,7.81,-0.223,0.824,0.961,"None","140890","splicing regulatory glutamic acid and lysine rich protein 1","NS",0.0840727883028842
"MB21D2",-0.482,2.96,-0.223,0.824,0.961,"None","151963","Mab-21 domain containing 2","NS",0.0840727883028842
"ZNF800",0.424,5.54,0.223,0.824,0.961,"None","168850","zinc finger protein 800","NS",0.0840727883028842
"ALDH3B2",-0.749,-2.35,-0.223,0.824,0.961,"None","222","aldehyde dehydrogenase 3 family member B2","NS",0.0840727883028842
"KCNJ8",-0.814,3.52,-0.224,0.824,0.961,"None","3764","potassium inwardly rectifying channel subfamily J member 8","NS",0.0840727883028842
"ADGRB1",0.713,-0.496,0.223,0.824,0.961,"None","575","adhesion G protein-coupled receptor B1","NS",0.0840727883028842
"UBL5",0.328,5.72,0.224,0.824,0.961,"None","59286","ubiquitin like 5","NS",0.0840727883028842
"WNK3",-0.464,3.19,-0.223,0.824,0.961,"None","65267","WNK lysine deficient protein kinase 3","NS",0.0840727883028842
"AKR1D1",0.578,-2.33,0.223,0.824,0.961,"None","6718","aldo-keto reductase family 1 member D1","NS",0.0840727883028842
"TOMM40L",0.38,1.99,0.224,0.824,0.961,"None","84134","translocase of outer mitochondrial membrane 40 like","NS",0.0840727883028842
"ZBED6CL",-0.321,4.34,-0.222,0.825,0.961,"None","113763","ZBED6 C-terminal like","NS",0.0835460514500749
"SPICE1",-0.456,2.06,-0.222,0.825,0.961,"None","152185","spindle and centriole associated protein 1","NS",0.0835460514500749
"ZC3H13",-0.333,5.47,-0.222,0.825,0.961,"None","23091","zinc finger CCCH-type containing 13","NS",0.0835460514500749
"AAR2",-0.325,4.92,-0.222,0.825,0.961,"None","25980","AAR2 splicing factor","NS",0.0835460514500749
"CDHR4",0.703,-1.99,0.222,0.825,0.962,"None","389118","cadherin related family member 4","NS",0.0835460514500749
"CENPJ",0.59,1.14,0.221,0.825,0.962,"None","55835","centromere protein J","NS",0.0835460514500749
"ZNF487",0.401,2.78,0.222,0.825,0.961,"None","642819","zinc finger protein 487","NS",0.0835460514500749
"SLC1A6",-1.22,-2.06,-0.223,0.825,0.961,"None","6511","solute carrier family 1 member 6","NS",0.0835460514500749
"SLC8A2",0.361,5.46,0.222,0.825,0.961,"Endocrine","6543","solute carrier family 8 member A2","NS",0.0835460514500749
"PHYKPL",-0.334,4.46,-0.221,0.825,0.962,"None","85007","5-phosphohydroxy-L-lysine phospho-lyase","NS",0.0835460514500749
"PEX11G",0.549,0.857,0.222,0.825,0.961,"None","92960","peroxisomal biogenesis factor 11 gamma","NS",0.0835460514500749
"EPS15",0.312,6.1,0.221,0.826,0.962,"None","2060","epidermal growth factor receptor pathway substrate 15","NS",0.0830199526796178
"ERVW-1",0.81,-1.33,0.22,0.826,0.962,"None","30816","endogenous retrovirus group W member 1, envelope","NS",0.0830199526796178
"C1orf146",-1.04,-2.16,-0.221,0.826,0.962,"None","388649","chromosome 1 open reading frame 146","NS",0.0830199526796178
